id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_velo_mm2_49,velo_order_bcrf,velo_order_fulfilment.model_order_bcrf,group_marketing_maker_2,0,0,0,0
access_velo_mm2_50,velo_order_acc,velo_order_fulfilment.model_order_cperf,group_marketing_maker_2,0,0,0,0
access_velo_mm2_51,velo_order_iwo,velo_order_fulfilment.model_order_iwo,group_marketing_maker_2,0,0,0,0
access_velo_mm2_52,velo_order_picf,velo_order_fulfilment.model_order_picf,group_marketing_maker_2,0,0,0,0
access_velo_mm2_53,velo_order_iwo,velo_order_fulfilment.model_order_iwo,group_marketing_maker_2,0,0,0,0
access_velo_mm2_54,velo_order_picf,velo_order_fulfilment.model_order_picf,group_marketing_maker_2,0,0,0,0
access_velo_mm2_55,velo_order_fulfilment,velo_order_fulfilment.model_order_fulfilment,group_marketing_maker_2,0,0,0,0
access_velo_mm2_56,velo_order_retention,velo_order_fulfilment.model_order_retention,group_marketing_maker_2,0,0,0,0
access_velo_mm2_57,velo_pop_pipeline_master,velo_pop_pipeline.model_pop_pipeline_master,group_marketing_maker_2,1,1,0,0
access_velo_mm2_58,velo_acquisition_activities,velo_pop_pipeline.model_acquisition_activities,group_marketing_maker_2,1,1,0,0
access_velo_mm2_59,retention_pipeline,velo_retention_pipeline.model_retention_pipeline,group_marketing_maker_2,1,1,1,0
access_velo_mm2_60,price_issue,velo_retention_pipeline.model_price_issue,group_marketing_maker_2,1,1,1,0
access_velo_mm2_61,retention_category,velo_retention_pipeline.model_retention_category,group_marketing_maker_2,1,1,1,0
access_velo_mm2_62,issue_category,velo_retention_pipeline.model_issue_category,group_marketing_maker_2,1,1,1,0
access_velo_mm2_63,retention_negotiation,velo_retention_pipeline.model_retention_negotiation,group_marketing_maker_2,1,1,1,0
access_velo_mm2_64,negotiation_category,velo_retention_pipeline.model_negotiation_category,group_marketing_maker_2,1,1,1,0
access_velo_mm2_65,pop_type,velo_service_coverage.model_pop_type,group_marketing_maker_2,1,1,0,0
access_velo_mm2_66,pop_regional,velo_service_coverage.model_pop_regional,group_marketing_maker_2,1,1,0,0
access_velo_mm2_67,pop_area,velo_service_coverage.model_pop_area,group_marketing_maker_2,1,1,0,0
access_velo_mm2_68,pop_service_coverage,velo_service_coverage.model_pop_service_coverage,group_marketing_maker_2,1,1,0,0
access_velo_mm2_69,pop_industry,velo_service_coverage.model_pop_industry,group_marketing_maker_2,1,1,0,0
access_velo_mm2_70,pop_service,velo_service_coverage.model_pop_service,group_marketing_maker_2,1,1,0,0
access_velo_mm2_71,pop_industry_cluster,velo_service_coverage.model_pop_industry_cluster,group_marketing_maker_2,1,1,0,0
access_velo_mm2_72,pop_regional_hub,velo_service_coverage.model_pop_hub_region,group_marketing_maker_2,1,1,0,0
access_velo_mm2_73,pop_master,velo_service_coverage.model_pop_master,group_marketing_maker_2,1,1,0,0
access_velo_mm2_74,pop_overview_summary,velo_service_coverage.model_pop_overview_summary,group_marketing_maker_2,1,1,0,0
